response_id,age,gender,years_at_company,job_role,monthly_income,performance_rating,promotions_count,overtime,distance_from_home,education_level,marital_status,dependents_count,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,exit_status,wlf2,js2
37320,58,1,2,3,6363.0,0,2,0,19,2,1,2.0,1,0,27.0,0,0,0,3,2,1,2,1
29497,40,0,27,3,5980.0,2,0,0,35,4,2,2.0,1,2,52.0,0,0,0,2,0,1,1,2
3777,45,0,10,3,5475.0,0,0,0,99,2,1,0.0,1,1,26.0,0,0,0,2,2,1,1,1
62193,38,0,7,3,6160.0,0,2,0,53,1,1,4.0,0,1,24.0,0,0,0,2,0,1,1,1
50742,29,1,9,3,6336.0,1,1,0,95,1,1,3.0,0,1,79.0,0,0,1,3,1,0,2,1
51389,38,1,14,3,5733.0,0,1,0,12,1,1,2.0,1,1,62.0,0,0,0,3,0,1,0,0
48390,51,0,16,4,8988.0,1,1,1,94,2,1,1.0,0,2,36.0,0,0,0,2,0,1,1,1
27698,38,0,22,3,5744.0,2,1,0,95,0,1,3.0,0,1,62.0,0,0,0,3,1,0,1,0
35432,46,0,14,1,6555.0,0,0,0,4,3,2,0.0,1,2,92.0,1,0,0,2,1,1,2,1
59888,53,1,23,4,7633.0,0,0,0,44,1,0,2.0,1,1,91.0,0,0,0,1,3,0,1,0
32936,41,1,26,0,4724.0,0,1,0,7,1,2,2.0,2,1,80.0,0,0,0,3,1,1,1,0
46731,28,1,4,4,9892.0,2,2,0,9,0,2,4.0,0,1,20.0,0,0,0,2,3,0,1,2
5437,34,1,6,4,10220.0,1,1,1,97,0,2,1.0,0,2,41.0,1,0,0,2,3,0,1,3
38452,33,1,12,0,2386.0,0,1,1,73,1,1,0.0,1,1,64.0,0,0,0,2,0,0,3,2
1744,38,1,25,1,10903.0,2,2,1,29,0,2,0.0,2,1,63.0,0,0,0,1,1,1,1,1
13298,52,1,19,3,6139.0,0,2,0,68,3,0,0.0,0,2,92.0,0,0,0,3,1,0,2,0
62811,19,1,11,0,4410.0,2,2,1,42,1,2,1.0,0,1,25.0,0,0,0,2,2,0,2,1
21924,46,1,17,4,6977.0,0,0,0,8,0,1,0.0,1,1,74.0,0,0,0,1,3,1,0,1
21668,27,0,12,1,9249.0,0,0,1,32,1,2,0.0,0,0,22.0,0,0,0,3,3,0,2,3
2631,59,1,40,2,8328.0,2,0,0,46,0,2,0.0,0,2,44.0,0,0,1,3,1,0,1,0
26369,58,0,44,2,8331.0,2,2,0,38,0,0,1.0,1,2,117.0,0,0,0,2,3,0,2,2
9740,50,1,42,4,7639.0,2,0,0,91,2,1,0.0,0,1,49.0,0,0,0,2,0,0,1,1
63053,48,0,31,4,11164.0,0,3,0,72,2,2,1.0,1,1,74.0,0,0,0,3,1,0,1,2
10997,57,1,18,4,8580.0,1,1,0,84,1,2,3.0,0,1,60.0,1,0,0,1,2,1,2,2
48313,50,1,30,2,8113.0,2,0,0,19,2,2,0.0,2,1,78.0,0,0,0,2,1,1,2,1
32586,22,1,5,2,9117.0,1,0,0,7,1,2,4.0,1,2,34.0,0,0,0,0,2,1,1,1
48664,28,1,6,4,8571.0,1,0,0,35,0,1,2.0,0,2,55.0,0,0,0,2,0,0,2,2
40055,19,0,6,1,9016.0,0,0,0,28,3,1,1.0,0,1,48.0,0,0,1,2,1,0,1,3
33249,47,0,16,4,9128.0,2,1,0,90,4,0,3.0,2,2,17.0,0,0,0,2,0,1,1,1
12148,33,1,19,4,9380.0,0,1,0,65,4,1,3.0,1,1,53.0,0,0,0,3,1,1,1,1
25555,31,0,14,4,8143.0,0,1,1,54,0,2,0.0,2,2,77.0,0,0,0,2,2,0,1,0
67005,26,1,5,2,8268.0,0,4,0,6,3,2,4.0,1,0,53.0,0,0,0,0,2,1,1,2
72993,44,1,34,4,10286.0,0,1,0,63,2,1,4.0,0,1,53.0,1,0,0,0,3,1,1,1
39770,55,1,8,1,12985.0,1,2,0,41,3,1,4.0,1,1,22.0,0,0,0,1,1,0,2,0
11760,33,1,16,3,5629.0,1,0,0,15,1,2,1.0,2,1,46.0,0,0,0,1,1,0,2,1
10728,27,1,9,1,9279.0,0,2,0,69,2,1,1.0,1,1,36.0,0,0,0,2,3,1,1,1
56207,49,0,41,4,8549.0,1,1,0,13,1,1,0.0,0,2,60.0,0,0,0,2,1,0,1,1
61041,41,1,21,1,7838.0,0,2,1,99,0,0,3.0,0,0,69.0,0,0,0,3,0,0,1,1
44027,27,0,2,3,5196.0,1,1,0,75,1,1,1.0,1,0,18.0,0,0,0,3,1,0,0,0
44324,22,0,2,2,8184.0,1,1,0,98,1,2,6.0,0,2,79.0,1,0,0,0,2,0,0,1
30266,22,0,8,0,4522.0,0,0,1,18,3,1,0.0,0,1,26.0,1,0,0,1,3,1,1,2
73806,20,0,8,1,8713.0,3,1,0,82,1,2,0.0,1,1,25.0,0,1,0,2,0,0,3,3
36084,36,0,9,2,9055.0,0,0,0,61,1,0,4.0,1,0,24.0,1,0,1,2,2,1,0,1
69113,38,1,14,3,4496.0,0,3,1,76,1,1,0.0,0,2,86.0,0,0,1,3,1,0,1,1
39930,20,0,6,2,5970.0,0,1,1,54,0,1,2.0,0,2,27.0,0,0,0,2,1,0,1,1
23154,42,0,6,2,7741.0,0,0,0,4,3,0,3.0,0,2,28.0,0,0,0,2,0,1,0,1
73725,48,0,40,4,9533.0,0,1,0,81,4,2,5.0,2,1,61.0,0,0,0,2,2,1,2,2
36925,29,0,15,0,4738.0,1,0,1,76,0,2,4.0,0,0,35.0,1,0,0,2,2,0,1,0
11408,32,0,6,3,5879.0,1,0,0,47,4,1,2.0,2,1,72.0,1,0,0,2,2,1,1,1
41895,48,0,15,4,6837.0,0,0,0,36,1,2,0.0,1,1,70.0,0,0,0,3,2,1,2,1
21808,44,1,31,3,6033.0,2,2,0,28,0,1,0.0,1,0,38.0,1,0,0,3,2,1,3,0
8762,59,0,45,1,8127.0,2,0,1,22,0,1,1.0,1,0,79.0,0,0,0,3,0,0,1,1
49173,25,0,17,2,8611.0,0,0,0,4,0,2,5.0,0,1,60.0,0,0,0,2,1,1,1,1
31692,43,1,27,0,3536.0,0,0,0,48,0,2,3.0,0,1,85.0,1,0,0,0,1,1,1,2
2806,55,1,33,0,4831.0,3,0,1,63,2,1,5.0,2,2,50.0,0,0,0,3,2,0,1,1
30591,18,0,9,3,4764.0,0,1,0,93,3,1,1.0,0,0,57.0,0,0,0,2,0,1,0,1
37357,59,1,30,0,5520.0,0,0,0,50,1,2,0.0,1,1,58.0,0,0,0,2,0,0,3,0
49333,40,0,12,2,8482.0,0,1,0,18,3,0,1.0,0,0,46.0,0,0,0,3,2,0,2,1
29892,22,0,1,3,6326.0,0,0,0,2,1,1,4.0,0,1,79.0,0,0,0,2,2,1,1,1
66517,58,0,17,0,4952.0,2,2,0,49,1,2,1.0,1,2,28.0,0,0,0,0,2,0,1,1
66253,39,1,13,2,8976.0,1,4,0,82,3,0,0.0,0,1,25.0,0,0,0,2,2,1,1,1
533,40,1,29,0,4592.0,0,0,1,68,3,2,2.0,0,1,72.0,0,0,0,2,1,0,3,0
17365,36,1,13,3,6389.0,0,1,1,87,1,1,5.0,1,0,64.0,0,0,0,2,2,1,1,1
71666,19,1,5,2,8482.0,2,0,0,57,2,0,5.0,2,1,31.0,0,0,0,1,1,1,3,0
73013,20,0,8,4,7412.0,0,1,0,19,1,2,0.0,2,0,81.0,0,0,0,2,1,1,0,1
65545,45,1,15,2,7730.0,2,0,0,81,3,1,2.0,0,1,76.0,1,0,0,3,2,1,3,0
14039,18,1,10,3,5842.0,2,0,0,84,0,1,0.0,2,0,21.0,0,0,1,2,1,1,2,2
45072,20,1,10,3,5784.0,0,0,0,1,1,2,6.0,2,1,68.0,0,0,0,0,2,1,2,2
69251,43,1,20,4,10994.0,0,2,0,7,4,2,3.0,0,1,24.0,0,0,0,1,1,1,1,2
41371,32,0,11,4,9305.0,1,0,1,35,1,2,3.0,0,0,67.0,0,0,0,0,1,0,2,1
28119,37,1,12,1,11806.0,0,2,0,50,0,1,4.0,0,2,76.0,0,0,0,2,1,1,3,1
21395,19,1,8,3,6113.0,0,0,0,58,4,2,0.0,0,0,44.0,0,0,0,0,0,1,1,1
45252,20,0,12,4,9242.0,1,1,0,71,2,1,0.0,0,2,73.0,0,0,0,0,1,0,2,0
46811,30,1,7,4,6279.0,0,2,1,90,0,2,2.0,0,1,48.0,0,0,0,3,2,0,1,1
33046,40,1,11,4,10512.0,2,0,0,74,0,1,2.0,2,0,66.0,0,0,0,2,0,1,2,0
37344,55,1,5,3,5788.0,0,0,0,63,3,0,1.0,2,1,13.0,0,0,0,3,0,1,1,1
37884,33,0,20,2,7265.0,2,0,0,40,1,2,2.0,1,2,86.0,0,0,0,3,1,0,2,1
68477,26,1,18,1,10661.0,0,4,0,36,1,2,3.0,0,2,45.0,1,0,0,3,1,1,1,2
32903,25,0,7,0,4811.0,0,0,0,79,0,0,2.0,1,2,38.0,0,0,1,3,0,0,1,1
14566,27,1,12,3,5329.0,2,2,1,20,3,1,3.0,1,2,35.0,0,0,1,2,1,0,2,1
7008,35,1,25,2,7153.0,2,2,0,63,1,1,2.0,0,2,91.0,0,0,0,3,1,0,0,1
40568,50,1,40,0,3043.0,1,0,0,24,1,1,3.0,1,1,102.0,0,0,0,3,2,1,1,1
18339,50,1,14,4,9495.0,0,2,1,96,0,2,0.0,0,1,23.0,1,0,0,2,2,0,1,2
